Term,Polarity,Score,UsedForAcquisition,UsedForReranking
enchant,POS,1,Y,
enchanted,POS,1,Y,
enchanting,POS,1,Y,
enchantingly,POS,1,Y,
encourage,POS,1,Y,
encouragement,POS,1,Y,
encouraging,POS,1,Y,
encouragingly,POS,1,Y,
encroach,NEG,1,Y,
encroachment,NEG,1,Y,
endanger,NEG,1,Y,
endear,POS,1,Y,
endearing,POS,1,Y,
endorse,POS,1,Y,
endorsed,POS,1,Y,
endorsement,POS,1,Y,
endorses,POS,1,Y,
endorsing,POS,1,Y,
enemies,NEG,1,Y,
enemy,NEG,1,Y,
energetic,POS,1,Y,
energize,POS,1,Y,
energy-efficient,POS,1,Y,
energy-saving,POS,1,Y,
enervate,NEG,1,Y,
enfeeble,NEG,1,Y,
enflame,NEG,1,Y,
engaging,POS,1,Y,
engrossing,POS,1,Y,
engulf,NEG,1,Y,
enhance,POS,1,Y,
enhanced,POS,1,Y,
enhancement,POS,1,Y,
enhances,POS,1,Y,
enjoin,NEG,1,Y,
enjoy,POS,1,Y,Y
enjoyable,POS,1,Y,Y
enjoyably,POS,1,Y,
enjoyed,POS,1,Y,
enjoying,POS,1,Y,
enjoyment,POS,1,Y,
enjoys,POS,1,Y,
enlighten,POS,1,Y,
enlightenment,POS,1,Y,
enliven,POS,1,Y,
enmity,NEG,1,Y,
ennoble,POS,1,Y,
enough,POS,1,Y,
enrage,NEG,1,Y,
enraged,NEG,1,Y,
enraging,NEG,1,Y,
enrapt,POS,1,Y,
enrapture,POS,1,Y,
enraptured,POS,1,Y,
enrich,POS,1,Y,
enrichment,POS,1,Y,
enslave,NEG,1,Y,
entangle,NEG,1,Y,
entanglement,NEG,1,Y,
enterprising,POS,1,Y,
entertain,POS,1,Y,
entertaining,POS,1,Y,
entertains,POS,1,Y,
enthral,POS,1,Y,
enthrall,POS,1,Y,
enthralled,POS,1,Y,
enthuse,POS,1,Y,
enthusiasm,POS,1,Y,
enthusiast,POS,1,Y,
enthusiastic,POS,1,Y,
enthusiastically,POS,1,Y,
entice,POS,1,Y,
enticed,POS,1,Y,
enticing,POS,1,Y,
enticingly,POS,1,Y,
entranced,POS,1,Y,
entrancing,POS,1,Y,
entrap,NEG,1,Y,
entrapment,NEG,1,Y,
entrust,POS,1,Y,
enviable,POS,1,Y,
enviably,POS,1,Y,
envious,POS,1,Y,
envious,NEG,1,Y,
enviously,POS,1,Y,
enviously,NEG,1,Y,
enviousness,POS,1,Y,
enviousness,NEG,1,Y,
envy,POS,1,Y,
epidemic,NEG,1,Y,
equitable,POS,1,Y,
equivocal,NEG,1,Y,
erase,NEG,1,Y,
ergonomical,POS,1,Y,
erode,NEG,1,Y,
erodes,NEG,1,Y,
erosion,NEG,1,Y,
err,NEG,1,Y,
err-free,POS,1,Y,
errant,NEG,1,Y,
erratic,NEG,1,Y,
erratically,NEG,1,Y,
erroneous,NEG,1,Y,
erroneously,NEG,1,Y,
error,NEG,1,Y,
errors,NEG,1,Y,
erudite,POS,1,Y,
eruptions,NEG,1,Y,
escapade,NEG,1,Y,
eschew,NEG,1,Y,
estranged,NEG,1,Y,
ethical,POS,1,Y,
eulogize,POS,1,Y,
euphoria,POS,1,Y,
euphoric,POS,1,Y,
euphorically,POS,1,Y,
evade,NEG,1,Y,
evaluative,POS,1,Y,
evasion,NEG,1,Y,
evasive,NEG,1,Y,
evenly,POS,1,Y,
eventful,POS,1,Y,
everlasting,POS,1,Y,
evil,NEG,1,Y,
evildoer,NEG,1,Y,
evils,NEG,1,Y,
eviscerate,NEG,1,Y,
evocative,POS,1,Y,
exacerbate,NEG,1,Y,
exagerate,NEG,1,Y,
exagerated,NEG,1,Y,
exagerates,NEG,1,Y,
exaggerate,NEG,1,Y,
exaggeration,NEG,1,Y,
exalt,POS,1,Y,
exaltation,POS,1,Y,
exalted,POS,1,Y,
exaltedly,POS,1,Y,
exalting,POS,1,Y,
exaltingly,POS,1,Y,
examplar,POS,1,Y,
examplary,POS,1,Y,
exasperate,NEG,1,Y,
exasperated,NEG,1,Y,
exasperating,NEG,1,Y,
exasperatingly,NEG,1,Y,
exasperation,NEG,1,Y,
excallent,POS,1,Y,
exceed,POS,1,Y,
exceeded,POS,1,Y,
exceeding,POS,1,Y,
exceedingly,POS,1,Y,
exceeds,POS,1,Y,
excel,POS,1,Y,
exceled,POS,1,Y,
excelent,POS,1,Y,
excellant,POS,1,Y,
excelled,POS,1,Y,
excellence,POS,1,Y,
excellency,POS,1,Y,
excellent,POS,1,Y,Y
excellently,POS,1,Y,
excels,POS,1,Y,
exceptional,POS,1,Y,
exceptionally,POS,1,Y,
excessive,NEG,1,Y,
excessively,NEG,1,Y,
excite,POS,1,Y,
excited,POS,1,Y,
excitedly,POS,1,Y,
excitedness,POS,1,Y,
excitement,POS,1,Y,
excites,POS,1,Y,
exciting,POS,1,Y,
excitingly,POS,1,Y,
exclusion,NEG,1,Y,
excoriate,NEG,1,Y,
excruciating,NEG,1,Y,
excruciatingly,NEG,1,Y,
excuse,NEG,1,Y,
excuses,NEG,1,Y,
execrate,NEG,1,Y,
exellent,POS,1,Y,
exemplar,POS,1,Y,
exemplary,POS,1,Y,
exhaust,NEG,1,Y,
exhausted,NEG,1,Y,
exhaustion,NEG,1,Y,
exhausts,NEG,1,Y,
exhilarate,POS,1,Y,
exhilarating,POS,1,Y,
exhilaratingly,POS,1,Y,
exhilaration,POS,1,Y,
exhorbitant,NEG,1,Y,
exhort,NEG,1,Y,
exile,NEG,1,Y,
exonerate,POS,1,Y,
exorbitant,NEG,1,Y,
exorbitantance,NEG,1,Y,
exorbitantly,NEG,1,Y,
expansive,POS,1,Y,
expeditiously,POS,1,Y,
expel,NEG,1,Y,
expensive,NEG,1,Y,
expertly,POS,1,Y,
expire,NEG,1,Y,
expired,NEG,1,Y,
explode,NEG,1,Y,
exploit,NEG,1,Y,
exploitation,NEG,1,Y,
explosive,NEG,1,Y,
expropriate,NEG,1,Y,
expropriation,NEG,1,Y,
expulse,NEG,1,Y,
expunge,NEG,1,Y,
exquisite,POS,1,Y,
exquisitely,POS,1,Y,
exterminate,NEG,1,Y,
extermination,NEG,1,Y,
extinguish,NEG,1,Y,
extol,POS,1,Y,
extoll,POS,1,Y,
extort,NEG,1,Y,
extortion,NEG,1,Y,
extraneous,NEG,1,Y,
extraordinarily,POS,1,Y,
extraordinary,POS,1,Y,
extravagance,NEG,1,Y,
extravagant,NEG,1,Y,
extravagantly,NEG,1,Y,
extremism,NEG,1,Y,
extremist,NEG,1,Y,
extremists,NEG,1,Y,
exuberance,POS,1,Y,
exuberant,POS,1,Y,
exuberantly,POS,1,Y,
exult,POS,1,Y,
exultant,POS,1,Y,
exultation,POS,1,Y,
exultingly,POS,1,Y,
eye-catch,POS,1,Y,
eye-catching,POS,1,Y,
eyecatch,POS,1,Y,
eyecatching,POS,1,Y,
eyesore,NEG,1,Y,
f**k,NEG,1,Y,
fabricate,NEG,1,Y,
fabrication,NEG,1,Y,
fabulous,POS,1,Y,
fabulously,POS,1,Y,
facetious,NEG,1,Y,
facetiously,NEG,1,Y,
facilitate,POS,1,Y,
fail,NEG,1,Y,
failed,NEG,1,Y,
failing,NEG,1,Y,
fails,NEG,1,Y,
failure,NEG,1,Y,
failures,NEG,1,Y,
faint,NEG,1,Y,
fainthearted,NEG,1,Y,
fair,POS,1,Y,
fairly,POS,1,Y,
fairness,POS,1,Y,
faith,POS,1,Y,
faithful,POS,1,Y,
faithfully,POS,1,Y,
faithfulness,POS,1,Y,
faithless,NEG,1,Y,
fake,NEG,1,Y,
fall,NEG,1,Y,
fallacies,NEG,1,Y,
fallacious,NEG,1,Y,
fallaciously,NEG,1,Y,
fallaciousness,NEG,1,Y,
fallacy,NEG,1,Y,
fallen,NEG,1,Y,
falling,NEG,1,Y,
fallout,NEG,1,Y,
falls,NEG,1,Y,
falsehood,NEG,1,Y,
falsely,NEG,1,Y,
falsify,NEG,1,Y,
falter,NEG,1,Y,
faltered,NEG,1,Y,
fame,POS,1,Y,
famed,POS,1,Y,
famine,NEG,1,Y,
famished,NEG,1,Y,
famous,POS,1,Y,
famously,POS,1,Y,
fanatic,NEG,1,Y,
fanatical,NEG,1,Y,
fanatically,NEG,1,Y,
fanaticism,NEG,1,Y,
fanatics,NEG,1,Y,
fancier,POS,1,Y,
fanciful,NEG,1,Y,
fancinating,POS,1,Y,
fancy,POS,1,Y,
fanfare,POS,1,Y,
fans,POS,1,Y,
fantastic,POS,1,Y,Y
fantastically,POS,1,Y,
far-fetched,NEG,1,Y,
farce,NEG,1,Y,
farcical,NEG,1,Y,
farcical-yet-provocative,NEG,1,Y,
farcically,NEG,1,Y,
farfetched,NEG,1,Y,
fascinate,POS,1,Y,
fascinating,POS,1,Y,
fascinatingly,POS,1,Y,
fascination,POS,1,Y,
fascism,NEG,1,Y,
fascist,NEG,1,Y,
fashionable,POS,1,Y,
fashionably,POS,1,Y,
fast,POS,1,Y,
fast-growing,POS,1,Y,
fast-paced,POS,1,Y,
faster,POS,1,Y,
fastest,POS,1,Y,
fastest-growing,POS,1,Y,
fastidious,NEG,1,Y,
fastidiously,NEG,1,Y,
fastuous,NEG,1,Y,
fat,NEG,1,Y,
fat-cat,NEG,1,Y,
fat-cats,NEG,1,Y,
fatal,NEG,1,Y,
fatalistic,NEG,1,Y,
fatalistically,NEG,1,Y,
fatally,NEG,1,Y,
fatcat,NEG,1,Y,
fatcats,NEG,1,Y,
fateful,NEG,1,Y,
fatefully,NEG,1,Y,
fathomless,NEG,1,Y,
fatigue,NEG,1,Y,
fatigued,NEG,1,Y,
fatique,NEG,1,Y,
fatty,NEG,1,Y,
fatuity,NEG,1,Y,
fatuous,NEG,1,Y,
fatuously,NEG,1,Y,
fault,NEG,1,Y,
faultless,POS,1,Y,
faults,NEG,1,Y,
faulty,NEG,1,Y,
fav,POS,1,Y,
fave,POS,1,Y,
favor,POS,1,Y,
favorable,POS,1,Y,
favored,POS,1,Y,
favorite,POS,1,Y,
favorited,POS,1,Y,
favour,POS,1,Y,
fawningly,NEG,1,Y,
faze,NEG,1,Y,
fear,NEG,1,Y,
fearful,NEG,1,Y,
fearfully,NEG,1,Y,
fearless,POS,1,Y,
fearlessly,POS,1,Y,
fears,NEG,1,Y,
fearsome,NEG,1,Y,
feasible,POS,1,Y,
feasibly,POS,1,Y,
feat,POS,1,Y,
feature-rich,POS,1,Y,
fecilitous,POS,1,Y,
feckless,NEG,1,Y,
feeble,NEG,1,Y,
feeblely,NEG,1,Y,
feebleminded,NEG,1,Y,
feign,NEG,1,Y,
feint,NEG,1,Y,
feisty,POS,1,Y,
felicitate,POS,1,Y,
felicitous,POS,1,Y,
felicity,POS,1,Y,
fell,NEG,1,Y,
felon,NEG,1,Y,
felonious,NEG,1,Y,
ferociously,NEG,1,Y,
ferocity,NEG,1,Y,
fertile,POS,1,Y,
fervent,POS,1,Y,
fervently,POS,1,Y,
fervid,POS,1,Y,
fervidly,POS,1,Y,
fervor,POS,1,Y,
festive,POS,1,Y,
fetid,NEG,1,Y,
fever,NEG,1,Y,
feverish,NEG,1,Y,
fevers,NEG,1,Y,
fiasco,NEG,1,Y,
fib,NEG,1,Y,
fibber,NEG,1,Y,
fickle,NEG,1,Y,
fiction,NEG,1,Y,
fictional,NEG,1,Y,
fictitious,NEG,1,Y,
fidelity,POS,1,Y,
fidget,NEG,1,Y,
fidgety,NEG,1,Y,
fiend,NEG,1,Y,
fiendish,NEG,1,Y,
fierce,NEG,1,Y,
fiery,POS,1,Y,
figurehead,NEG,1,Y,
filth,NEG,1,Y,
filthy,NEG,1,Y,
finagle,NEG,1,Y,
fine,POS,1,Y,
fine-looking,POS,1,Y,
finely,POS,1,Y,
finer,POS,1,Y,
finest,POS,1,Y,
finicky,NEG,1,Y,
firmer,POS,1,Y,
first-class,POS,1,Y,
first-in-class,POS,1,Y,
first-rate,POS,1,Y,
fissures,NEG,1,Y,
fist,NEG,1,Y,
flabbergast,NEG,1,Y,
flabbergasted,NEG,1,Y,
flagging,NEG,1,Y,
flagrant,NEG,1,Y,
flagrantly,NEG,1,Y,
flair,NEG,1,Y,
flairs,NEG,1,Y,
flak,NEG,1,Y,
flake,NEG,1,Y,
flakey,NEG,1,Y,
flakieness,NEG,1,Y,
flaking,NEG,1,Y,
flaky,NEG,1,Y,
flare,NEG,1,Y,
flares,NEG,1,Y,
flareup,NEG,1,Y,
flareups,NEG,1,Y,
flashy,POS,1,Y,
flat-out,NEG,1,Y,
flatter,POS,1,Y,
flattering,POS,1,Y,
flatteringly,POS,1,Y,
flaunt,NEG,1,Y,
flaw,NEG,1,Y,Y
flawed,NEG,1,Y,Y
flawless,POS,1,Y,Y
flawlessly,POS,1,Y,
flaws,NEG,1,Y,
flee,NEG,1,Y,
fleed,NEG,1,Y,
fleeing,NEG,1,Y,
fleer,NEG,1,Y,
flees,NEG,1,Y,
fleeting,NEG,1,Y,
flexibility,POS,1,Y,
flexible,POS,1,Y,
flicering,NEG,1,Y,
flicker,NEG,1,Y,
flickering,NEG,1,Y,
flickers,NEG,1,Y,
flighty,NEG,1,Y,
flimflam,NEG,1,Y,
flimsy,NEG,1,Y,
flirt,NEG,1,Y,
flirty,NEG,1,Y,
floored,NEG,1,Y,
flounder,NEG,1,Y,
floundering,NEG,1,Y,
flourish,POS,1,Y,
flourishing,POS,1,Y,
flout,NEG,1,Y,
fluent,POS,1,Y,
fluster,NEG,1,Y,
flutter,POS,1,Y,
foe,NEG,1,Y,
fond,POS,1,Y,
fondly,POS,1,Y,
fondness,POS,1,Y,
fool,NEG,1,Y,
fooled,NEG,1,Y,
foolhardy,NEG,1,Y,
foolish,NEG,1,Y,
foolishly,NEG,1,Y,
foolishness,NEG,1,Y,
foolproof,POS,1,Y,
forbid,NEG,1,Y,
forbidden,NEG,1,Y,
forbidding,NEG,1,Y,
forceful,NEG,1,Y,
foreboding,NEG,1,Y,
forebodingly,NEG,1,Y,
foremost,POS,1,Y,
foresight,POS,1,Y,
forfeit,NEG,1,Y,
forged,NEG,1,Y,
forgetful,NEG,1,Y,
forgetfully,NEG,1,Y,
forgetfulness,NEG,1,Y,
forlorn,NEG,1,Y,
forlornly,NEG,1,Y,
formidable,POS,1,Y,
forsake,NEG,1,Y,
forsaken,NEG,1,Y,
forswear,NEG,1,Y,
fortitude,POS,1,Y,
fortuitous,POS,1,Y,
fortuitously,POS,1,Y,
fortunate,POS,1,Y,
fortunately,POS,1,Y,
fortune,POS,1,Y,
foul,NEG,1,Y,
foully,NEG,1,Y,
foulness,NEG,1,Y,
fractious,NEG,1,Y,
fractiously,NEG,1,Y,
fracture,NEG,1,Y,
fragile,NEG,1,Y,
fragmented,NEG,1,Y,
fragrant,POS,1,Y,
frail,NEG,1,Y,
frantic,NEG,1,Y,
frantically,NEG,1,Y,
franticly,NEG,1,Y,
fraud,NEG,1,Y,
fraudulent,NEG,1,Y,
fraught,NEG,1,Y,
frazzle,NEG,1,Y,
frazzled,NEG,1,Y,
freak,NEG,1,Y,
freaking,NEG,1,Y,
freakish,NEG,1,Y,
freakishly,NEG,1,Y,
freaks,NEG,1,Y,
free,POS,1,Y,
freed,POS,1,Y,
freedom,POS,1,Y,
freedoms,POS,1,Y,
freeze,NEG,1,Y,
freezes,NEG,1,Y,
freezing,NEG,1,Y,
frenetic,NEG,1,Y,
frenetically,NEG,1,Y,
frenzied,NEG,1,Y,
frenzy,NEG,1,Y,
fresh,POS,1,Y,
fresher,POS,1,Y,
freshest,POS,1,Y,
fret,NEG,1,Y,
fretful,NEG,1,Y,
frets,NEG,1,Y,
friction,NEG,1,Y,
frictions,NEG,1,Y,
fried,NEG,1,Y,
friendliness,POS,1,Y,
friendly,POS,1,Y,
friggin,NEG,1,Y,
frigging,NEG,1,Y,
fright,NEG,1,Y,
frighten,NEG,1,Y,
frightening,NEG,1,Y,
frighteningly,NEG,1,Y,
frightful,NEG,1,Y,
frightfully,NEG,1,Y,
frigid,NEG,1,Y,
frolic,POS,1,Y,
frost,NEG,1,Y,
frown,NEG,1,Y,
froze,NEG,1,Y,
frozen,NEG,1,Y,
frugal,POS,1,Y,
fruitful,POS,1,Y,
fruitless,NEG,1,Y,
fruitlessly,NEG,1,Y,
frustrate,NEG,1,Y,
frustrated,NEG,1,Y,Y
frustrates,NEG,1,Y,
frustrating,NEG,1,Y,Y
frustratingly,NEG,1,Y,
frustration,NEG,1,Y,
frustrations,NEG,1,Y,
ftw,POS,1,Y,
fuck,NEG,1,Y,
fucking,NEG,1,Y,
fudge,NEG,1,Y,
fugitive,NEG,1,Y,
fulfillment,POS,1,Y,
full-blown,NEG,1,Y,
fulminate,NEG,1,Y,
fumble,NEG,1,Y,
fume,NEG,1,Y,
fumes,NEG,1,Y,
fun,POS,1,Y,
fundamentalism,NEG,1,Y,
funky,NEG,1,Y,
funnily,NEG,1,Y,
funny,NEG,1,Y,
furious,NEG,1,Y,
furiously,NEG,1,Y,
furor,NEG,1,Y,
fury,NEG,1,Y,
fuss,NEG,1,Y,
fussy,NEG,1,Y,
fustigate,NEG,1,Y,
fusty,NEG,1,Y,
futile,NEG,1,Y,
futilely,NEG,1,Y,
futility,NEG,1,Y,
futurestic,POS,1,Y,
futuristic,POS,1,Y,
fuzzy,NEG,1,Y,
gabble,NEG,1,Y,
gaff,NEG,1,Y,
gaffe,NEG,1,Y,
gaiety,POS,1,Y,
gaily,POS,1,Y,
gain,POS,1,Y,
gained,POS,1,Y,
gainful,POS,1,Y,
gainfully,POS,1,Y,
gaining,POS,1,Y,
gains,POS,1,Y,
gainsay,NEG,1,Y,
gainsayer,NEG,1,Y,
gall,NEG,1,Y,
gallant,POS,1,Y,
gallantly,POS,1,Y,
galling,NEG,1,Y,
gallingly,NEG,1,Y,
galls,NEG,1,Y,
galore,POS,1,Y,
gangster,NEG,1,Y,
gape,NEG,1,Y,
garbage,NEG,1,Y,
garish,NEG,1,Y,
gasp,NEG,1,Y,
gauche,NEG,1,Y,
gaudy,NEG,1,Y,
gawk,NEG,1,Y,
gawky,NEG,1,Y,
geekier,POS,1,Y,
geeky,POS,1,Y,
geezer,NEG,1,Y,
gem,POS,1,Y,
gems,POS,1,Y,
generosity,POS,1,Y,
generous,POS,1,Y,
generously,POS,1,Y,
genial,POS,1,Y,
genius,POS,1,Y,
genocide,NEG,1,Y,
gentle,POS,1,Y,
gentlest,POS,1,Y,
genuine,POS,1,Y,
get-rich,NEG,1,Y,
ghastly,NEG,1,Y,
ghetto,NEG,1,Y,
ghosting,NEG,1,Y,
gibber,NEG,1,Y,
gibberish,NEG,1,Y,
gibe,NEG,1,Y,
giddy,NEG,1,Y,
gifted,POS,1,Y,
gimmick,NEG,1,Y,
gimmicked,NEG,1,Y,
gimmicking,NEG,1,Y,
gimmicks,NEG,1,Y,
gimmicky,NEG,1,Y,
glad,POS,1,Y,
gladden,POS,1,Y,
gladly,POS,1,Y,
gladness,POS,1,Y,
glamorous,POS,1,Y,
glare,NEG,1,Y,
glaringly,NEG,1,Y,
glee,POS,1,Y,
gleeful,POS,1,Y,
gleefully,POS,1,Y,
glib,NEG,1,Y,
glibly,NEG,1,Y,
glimmer,POS,1,Y,
glimmering,POS,1,Y,
glisten,POS,1,Y,
glistening,POS,1,Y,
glitch,NEG,1,Y,
glitches,NEG,1,Y,
glitter,POS,1,Y,
glitz,POS,1,Y,
gloatingly,NEG,1,Y,
gloom,NEG,1,Y,
gloomy,NEG,1,Y,
glorify,POS,1,Y,
glorious,POS,1,Y,
gloriously,POS,1,Y,
glory,POS,1,Y,
glow,POS,1,Y,
glower,NEG,1,Y,
glowing,POS,1,Y,
glowingly,POS,1,Y,
glum,NEG,1,Y,
glut,NEG,1,Y,
gnawing,NEG,1,Y,
goad,NEG,1,Y,
goading,NEG,1,Y,
god-awful,NEG,1,Y,
god-given,POS,1,Y,
god-send,POS,1,Y,
godlike,POS,1,Y,
godsend,POS,1,Y,
gold,POS,1,Y,
golden,POS,1,Y,
good,POS,1,Y,
goodly,POS,1,Y,
goodness,POS,1,Y,
goodwill,POS,1,Y,
goof,NEG,1,Y,
goofy,NEG,1,Y,
goon,NEG,1,Y,
goood,POS,1,Y,
gooood,POS,1,Y,
gorgeous,POS,1,Y,
gorgeously,POS,1,Y,
gossip,NEG,1,Y,
grace,POS,1,Y,
graceful,POS,1,Y,
gracefully,POS,1,Y,
graceless,NEG,1,Y,
gracelessly,NEG,1,Y,
gracious,POS,1,Y,
graciously,POS,1,Y,
graciousness,POS,1,Y,
graft,NEG,1,Y,
grainy,NEG,1,Y,
grand,POS,1,Y,
grandeur,POS,1,Y,
grapple,NEG,1,Y,
grate,NEG,1,Y,
grateful,POS,1,Y,
gratefully,POS,1,Y,
gratification,POS,1,Y,
gratified,POS,1,Y,
gratifies,POS,1,Y,
gratify,POS,1,Y,
gratifying,POS,1,Y,
gratifyingly,POS,1,Y,
grating,NEG,1,Y,
gratitude,POS,1,Y,
gravely,NEG,1,Y,
greasy,NEG,1,Y,
great,POS,1,Y,Y
greatest,POS,1,Y,Y
greatness,POS,1,Y,
greed,NEG,1,Y,
greedy,NEG,1,Y,
grief,NEG,1,Y,
grievance,NEG,1,Y,
grievances,NEG,1,Y,
grieve,NEG,1,Y,
grieving,NEG,1,Y,
grievous,NEG,1,Y,
grievously,NEG,1,Y,
grim,NEG,1,Y,
grimace,NEG,1,Y,
grin,POS,1,Y,
grind,NEG,1,Y,
gripe,NEG,1,Y,
gripes,NEG,1,Y,
grisly,NEG,1,Y,
gritty,NEG,1,Y,
gross,NEG,1,Y,
grossly,NEG,1,Y,
grotesque,NEG,1,Y,
grouch,NEG,1,Y,
grouchy,NEG,1,Y,
groundbreaking,POS,1,Y,
groundless,NEG,1,Y,
grouse,NEG,1,Y,
growl,NEG,1,Y,
grudge,NEG,1,Y,
grudges,NEG,1,Y,
grudging,NEG,1,Y,
grudgingly,NEG,1,Y,
gruesome,NEG,1,Y,
gruesomely,NEG,1,Y,
gruff,NEG,1,Y,
grumble,NEG,1,Y,
grumpier,NEG,1,Y,
grumpiest,NEG,1,Y,
grumpily,NEG,1,Y,
grumpish,NEG,1,Y,
grumpy,NEG,1,Y,
guarantee,POS,1,Y,
guidance,POS,1,Y,
guile,NEG,1,Y,
guilt,NEG,1,Y,
guiltily,NEG,1,Y,
guiltless,POS,1,Y,
guilty,NEG,1,Y,
gullible,NEG,1,Y,
gumption,POS,1,Y,
gush,POS,1,Y,
gusto,POS,1,Y,
gutless,NEG,1,Y,
gutsy,POS,1,Y,
gutter,NEG,1,Y,
hack,NEG,1,Y,
hacks,NEG,1,Y,
haggard,NEG,1,Y,
haggle,NEG,1,Y,
hail,POS,1,Y,
hairloss,NEG,1,Y,
halcyon,POS,1,Y,
hale,POS,1,Y,
halfhearted,NEG,1,Y,
halfheartedly,NEG,1,Y,
hallmark,POS,1,Y,
hallmarks,POS,1,Y,
hallowed,POS,1,Y,
hallucinate,NEG,1,Y,
hallucination,NEG,1,Y,
hamper,NEG,1,Y,
hampered,NEG,1,Y,
handicapped,NEG,1,Y,
handier,POS,1,Y,
handily,POS,1,Y,
hands-down,POS,1,Y,
handsome,POS,1,Y,
handsomely,POS,1,Y,
handy,POS,1,Y,
hang,NEG,1,Y,
hangs,NEG,1,Y,
haphazard,NEG,1,Y,
hapless,NEG,1,Y,
happier,POS,1,Y,
happily,POS,1,Y,
happiness,POS,1,Y,
happy,POS,1,Y,
harangue,NEG,1,Y,
harass,NEG,1,Y,
harassed,NEG,1,Y,
harasses,NEG,1,Y,
harassment,NEG,1,Y,
harboring,NEG,1,Y,
harbors,NEG,1,Y,
hard,NEG,1,Y,
hard-hit,NEG,1,Y,
hard-line,NEG,1,Y,
hard-liner,NEG,1,Y,
hard-working,POS,1,Y,
hardball,NEG,1,Y,
harden,NEG,1,Y,
hardened,NEG,1,Y,
hardheaded,NEG,1,Y,
hardhearted,NEG,1,Y,
hardier,POS,1,Y,
hardliner,NEG,1,Y,
hardliners,NEG,1,Y,
hardship,NEG,1,Y,
hardships,NEG,1,Y,
hardy,POS,1,Y,
harm,NEG,1,Y,
harmed,NEG,1,Y,
harmful,NEG,1,Y,Y
harmless,POS,1,Y,
harmonious,POS,1,Y,
harmoniously,POS,1,Y,
harmonize,POS,1,Y,
harmony,POS,1,Y,
harms,NEG,1,Y,
harpy,NEG,1,Y,
harridan,NEG,1,Y,
harried,NEG,1,Y,
harrow,NEG,1,Y,
harsh,NEG,1,Y,
harshly,NEG,1,Y,
hasseling,NEG,1,Y,
hassle,NEG,1,Y,
hassled,NEG,1,Y,
hassles,NEG,1,Y,
haste,NEG,1,Y,
hastily,NEG,1,Y,
hasty,NEG,1,Y,
hate,NEG,1,Y,Y
hated,NEG,1,Y,
hateful,NEG,1,Y,
hatefully,NEG,1,Y,
hatefulness,NEG,1,Y,
hater,NEG,1,Y,
haters,NEG,1,Y,
hates,NEG,1,Y,
hating,NEG,1,Y,
hatred,NEG,1,Y,
haughtily,NEG,1,Y,
haughty,NEG,1,Y,
haunt,NEG,1,Y,
haunting,NEG,1,Y,
havoc,NEG,1,Y,
hawkish,NEG,1,Y,
haywire,NEG,1,Y,
hazard,NEG,1,Y,
hazardous,NEG,1,Y,
haze,NEG,1,Y,
hazy,NEG,1,Y,
head-aches,NEG,1,Y,
headache,NEG,1,Y,
headaches,NEG,1,Y,
headway,POS,1,Y,
heal,POS,1,Y,
healthful,POS,1,Y,
healthy,POS,1,Y,
heartbreaker,NEG,1,Y,
heartbreaking,NEG,1,Y,
heartbreakingly,NEG,1,Y,
hearten,POS,1,Y,
heartening,POS,1,Y,
heartfelt,POS,1,Y,
heartily,POS,1,Y,
heartless,NEG,1,Y,
heartwarming,POS,1,Y,
heathen,NEG,1,Y,
heaven,POS,1,Y,
heavenly,POS,1,Y,
heavy-handed,NEG,1,Y,
heavyhearted,NEG,1,Y,
heck,NEG,1,Y,
heckle,NEG,1,Y,
heckled,NEG,1,Y,
heckles,NEG,1,Y,
hectic,NEG,1,Y,
hedge,NEG,1,Y,
hedonistic,NEG,1,Y,
heedless,NEG,1,Y,
hefty,NEG,1,Y,
hegemonism,NEG,1,Y,
hegemonistic,NEG,1,Y,
hegemony,NEG,1,Y,
heinous,NEG,1,Y,
hell,NEG,1,Y,
hell-bent,NEG,1,Y,
hellion,NEG,1,Y,
hells,NEG,1,Y,
helped,POS,1,Y,
helpful,POS,1,Y,
helping,POS,1,Y,
helpless,NEG,1,Y,
helplessly,NEG,1,Y,
helplessness,NEG,1,Y,
heresy,NEG,1,Y,
heretic,NEG,1,Y,
heretical,NEG,1,Y,
hero,POS,1,Y,
heroic,POS,1,Y,
heroically,POS,1,Y,
heroine,POS,1,Y,
heroize,POS,1,Y,
heros,POS,1,Y,
hesitant,NEG,1,Y,
hestitant,NEG,1,Y,
hideous,NEG,1,Y,
hideously,NEG,1,Y,
hideousness,NEG,1,Y,
high-priced,NEG,1,Y,
high-quality,POS,1,Y,
high-spirited,POS,1,Y,
hilarious,POS,1,Y,
hiliarious,NEG,1,Y,
hinder,NEG,1,Y,
hindrance,NEG,1,Y,
hiss,NEG,1,Y,
hissed,NEG,1,Y,
hissing,NEG,1,Y,
ho-hum,NEG,1,Y,
hoard,NEG,1,Y,
hoax,NEG,1,Y,
hobble,NEG,1,Y,
hogs,NEG,1,Y,
hollow,NEG,1,Y,
holy,POS,1,Y,
homage,POS,1,Y,
honest,POS,1,Y,
honesty,POS,1,Y,
honor,POS,1,Y,
honorable,POS,1,Y,
honored,POS,1,Y,
honoring,POS,1,Y,
hoodium,NEG,1,Y,
hoodwink,NEG,1,Y,
hooligan,NEG,1,Y,
hooray,POS,1,Y,
hopeful,POS,1,Y,
hopeless,NEG,1,Y,
hopelessly,NEG,1,Y,
hopelessness,NEG,1,Y,
