TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,REL_GROUP
but,O,3,rated,cc,CC,,Coordination
for,O,3,rated,conj,IN,,Coordination
the,O,11,manual,det,DT,,Nominals
poor,B-OP,11,manual,amod,JJ,,Nominals
manual,B-ASP,8,for,pobj,NN,,Prepositions
.,O,3,rated,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
4,O,1,megapixels,nummod,CD,,Nominals
megapixels,B-ASP,2,is,nsubj,NNS,mega ##pi ##x ##els,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
plenty,B-OP,2,is,attr,JJ,,Objects
for,O,3,plenty,prep,IN,,Coordination
all,O,4,for,pobj,DT,,Prepositions
but,O,5,all,cc,CC,,Coordination
pros,O,5,all,conj,NNS,pro ##s,Coordination
",",O,2,is,punct,",",,Miscellaneous
and,O,2,is,cc,CC,,Coordination
you,O,14,disappointed,nsubjpass,PRP,,Subjects
will,O,14,disappointed,aux,MD,,Auxiliaries
not,O,14,disappointed,neg,RB,,Negation
be,O,14,disappointed,auxpass,VB,,Auxiliaries
disappointed,B-OP,2,is,conj,VBN,,Coordination
with,O,14,disappointed,prep,IN,,Coordination
the,O,17,results,det,DT,,Nominals
results,O,15,with,pobj,NNS,,Prepositions
of,O,17,results,prep,IN,,Coordination
this,O,20,camera,det,DT,,Nominals
camera,B-ASP,18,of,pobj,NN,,Prepositions
.,O,14,disappointed,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
all,O,4,use,nsubj,DT,,Subjects
of,O,0,all,prep,IN,,Coordination
the,O,3,zens,det,DT,,Nominals
zens,O,1,of,pobj,NNP,zen ##s,Prepositions
use,O,4,use,ROOT,VBP,,ROOT
a,O,8,drive,det,DT,,Nominals
standard,O,8,drive,amod,JJ,,Nominals
notebook,O,8,drive,compound,NN,,Compund
drive,O,4,use,dobj,NN,,Objects
.,O,4,use,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,wish,nsubj,PRP,,Subjects
wish,O,1,wish,ROOT,VBP,,ROOT
the,O,3,camera,det,DT,,Nominals
camera,O,4,had,nsubj,NN,,Subjects
had,O,1,wish,ccomp,VBD,,Complements
a,O,8,zoom,det,DT,,Nominals
higher,O,8,zoom,amod,JJR,,Nominals
optical,O,8,zoom,amod,JJ,,Nominals
zoom,O,4,had,dobj,NN,,Objects
so,O,13,take,mark,IN,,Compund
that,O,13,take,mark,IN,,Compund
i,O,13,take,nsubj,PRP,,Subjects
could,O,13,take,aux,MD,,Auxiliaries
take,O,4,had,advcl,VB,,Adverbials
better,O,16,photos,amod,JJR,,Nominals
wildlife,O,16,photos,compound,NN,,Compund
photos,O,13,take,dobj,NNS,,Objects
.,O,1,wish,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
my,O,2,thought,poss,PRP$,,Nominals
next,O,2,thought,amod,JJ,,Nominals
thought,O,3,was,nsubj,NN,,Subjects
was,O,3,was,ROOT,VBD,,ROOT
that,O,9,damaged,mark,IN,,Compund
the,O,6,dvd,det,DT,,Nominals
dvd,O,9,damaged,nsubjpass,NN,,Subjects
must,O,9,damaged,aux,MD,,Auxiliaries
be,O,9,damaged,auxpass,VB,,Auxiliaries
damaged,O,3,was,ccomp,VBN,,Complements
.,O,3,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
right,O,1,now,advmod,RB,,Adverbials
now,O,5,researching,advmod,RB,,Adverbials
",",O,5,researching,punct,",",,Miscellaneous
i,O,5,researching,nsubj,PRP,,Subjects
'm,O,5,researching,aux,VBP,' m,Auxiliaries
researching,O,5,researching,ROOT,VBG,,ROOT
for,O,5,researching,prep,IN,,Coordination
an,O,11,unit,det,DT,,Nominals
inexpensive,O,11,unit,amod,JJ,,Nominals
slave,O,10,flash,compound,NN,,Compund
flash,O,11,unit,compound,NN,,Compund
unit,O,6,for,pobj,NN,,Prepositions
that,O,14,designed,nsubjpass,WDT,,Subjects
's,O,14,designed,auxpass,VBZ,' s,Auxiliaries
designed,O,11,unit,relcl,VBN,,Nominals
for,O,14,designed,prep,IN,,Coordination
digital,O,17,cameras,amod,JJ,,Nominals
cameras,O,15,for,pobj,NNS,,Prepositions
.,O,5,researching,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
+,O,7,is,cc,CC,,Coordination
the,O,2,memory,det,DT,,Nominals
memory,B-ASP,7,is,nsubj,NN,,Subjects
(,O,2,memory,punct,-LRB-,,Miscellaneous
40,O,5,gb,nummod,CD,,Nominals
gb,O,2,memory,appos,NNS,,Nominals
),O,2,memory,punct,-RRB-,,Miscellaneous
is,O,7,is,ROOT,VBZ,,ROOT
staggering,B-OP,7,is,acomp,JJ,,Complements
.,O,7,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,3,recommend,nsubj,PRP,,Subjects
can,O,3,recommend,aux,MD,,Auxiliaries
highly,O,3,recommend,advmod,RB,,Adverbials
recommend,O,3,recommend,ROOT,VB,,ROOT
this,O,5,product,det,DT,,Nominals
product,O,3,recommend,dobj,NN,,Objects
because,O,3,recommend,prep,IN,,Coordination
of,O,6,because,pcomp,IN,,Prepositions
its,O,9,ease,poss,PRP$,,Nominals
ease,B-OP,6,because,pobj,NN,,Prepositions
of,O,9,ease,prep,IN,,Coordination
use,B-ASP,10,of,pobj,NN,,Prepositions
(,O,11,use,punct,-LRB-,,Miscellaneous
hardware,O,11,use,appos,NN,,Nominals
and,O,13,hardware,cc,CC,,Coordination
software,O,13,hardware,conj,NN,,Coordination
),O,11,use,punct,-RRB-,,Miscellaneous
",",O,9,ease,punct,",",,Miscellaneous
playback,B-ASP,19,quality,compound,VBP,,Compund
quality,I-ASP,9,ease,conj,NN,,Coordination
and,O,19,quality,cc,CC,,Coordination
value,O,19,quality,conj,NN,,Coordination
for,O,19,quality,prep,IN,,Coordination
the,O,24,price,det,DT,,Nominals
price,B-ASP,22,for,pobj,NN,,Prepositions
.,O,3,recommend,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,2,recent,det,DT,,Nominals
most,O,2,recent,advmod,RBS,,Adverbials
recent,O,3,is,nsubj,JJ,,Subjects
is,O,3,is,ROOT,VBZ,,ROOT
that,O,7,stop,mark,IN,,Compund
it,O,7,stop,nsubj,PRP,,Subjects
will,O,7,stop,aux,MD,,Auxiliaries
stop,O,3,is,ccomp,VB,,Complements
responding,O,7,stop,xcomp,VBG,,Complements
to,O,8,responding,prep,IN,,Coordination
the,O,12,button,det,DT,,Nominals
on/off,B-ASP,12,button,nummod,NN,on / off,Nominals
button,I-ASP,9,to,pobj,NN,,Prepositions
.,O,3,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
if,O,2,bring,mark,IN,,Compund
you,O,2,bring,nsubj,PRP,,Subjects
bring,O,18,allow,advcl,VBP,,Adverbials
up,O,2,bring,prt,RP,,Compund
an,O,5,album,det,DT,,Nominals
album,O,2,bring,dobj,NN,,Objects
",",O,2,bring,punct,",",,Miscellaneous
but,O,2,bring,cc,CC,,Coordination
absolutely,O,9,hate,advmod,RB,,Adverbials
hate,O,2,bring,conj,VBP,,Coordination
some,O,9,hate,dobj,DT,,Objects
of,O,10,some,prep,IN,,Coordination
the,O,13,tracks,det,DT,,Nominals
tracks,O,11,of,pobj,NNS,,Prepositions
",",O,18,allow,punct,",",,Miscellaneous
the,O,16,zen,det,DT,,Nominals
zen,O,18,allow,nsubj,NNP,,Subjects
will,O,18,allow,aux,MD,,Auxiliaries
allow,O,18,allow,ROOT,VB,,ROOT
you,O,21,delete,nsubj,PRP,,Subjects
to,O,21,delete,aux,TO,,Auxiliaries
delete,B-ASP,18,allow,ccomp,VB,del ##ete,Complements
that,O,21,delete,dobj,DT,,Objects
from,O,21,delete,prep,IN,,Coordination
the,O,26,order,det,DT,,Nominals
playing,O,26,order,compound,NN,,Compund
order,O,23,from,pobj,NN,,Prepositions
.,O,18,allow,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
t-mobile,B-ASP,1,was,nsubj,NNP,t - mobile,Subjects
was,O,1,was,ROOT,VBD,,ROOT
a,O,5,server,det,DT,,Nominals
pretty,O,4,good,advmod,RB,,Adverbials
good,B-OP,5,server,amod,JJ,,Nominals
server,O,1,was,attr,NN,,Objects
.,O,1,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
plusses,O,1,are,nsubj,NNS,plus ##ses,Subjects
are,O,1,are,ROOT,VBP,,ROOT
the,O,3,easy,det,DT,,Nominals
easy,O,1,are,attr,JJ,,Objects
to,O,5,remove,aux,TO,,Auxiliaries
remove,O,3,easy,acl,VB,,Nominals
battery,B-ASP,5,remove,dobj,NN,,Objects
and,O,3,easy,cc,CC,,Coordination
the,O,10,sound,det,DT,,Nominals
terrific,O,10,sound,amod,JJ,,Nominals
sound,B-ASP,3,easy,conj,NN,,Coordination
produced,O,10,sound,acl,VBN,,Nominals
by,O,11,produced,agent,IN,,Subjects
the,O,14,nomad,det,DT,,Nominals
nomad,O,12,by,pobj,NN,no ##mad,Prepositions
.,O,1,are,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
-,O,4,dialing,punct,:,,Miscellaneous
no,O,4,dialing,det,DT,,Nominals
voice,B-ASP,3,activated,npadvmod,NN,,Noun
activated,I-ASP,4,dialing,amod,VBN,,Nominals
dialing,I-ASP,4,dialing,ROOT,NN,dial ##ing,ROOT
(,O,9,thinking,punct,-LRB-,,Miscellaneous
what,O,9,thinking,dobj,WP,,Objects
were,O,9,thinking,aux,VBD,,Auxiliaries
they,O,9,thinking,nsubj,PRP,,Subjects
thinking,O,4,dialing,parataxis,VBG,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
maybe,O,16,see,advmod,RB,,Adverbials
if,O,3,delete,mark,IN,,Compund
you,O,3,delete,nsubj,PRP,,Subjects
delete,O,16,see,advcl,VBP,del ##ete,Adverbials
those,O,5,files,det,DT,,Nominals
files,O,3,delete,dobj,NNS,,Objects
before,O,8,looked,mark,IN,,Compund
you,O,8,looked,nsubj,PRP,,Subjects
looked,O,3,delete,advcl,VBD,,Adverbials
at,O,8,looked,prep,IN,,Coordination
them,O,9,at,pobj,PRP,,Prepositions
with,O,8,looked,prep,IN,,Coordination
the,O,13,software,det,DT,,Nominals
software,O,11,with,pobj,NN,,Prepositions
",",O,16,see,punct,",",,Miscellaneous
youd,O,16,see,advmod,UH,you ##d,Adverbials
see,O,16,see,ROOT,VB,,ROOT
the,O,21,image,det,DT,,Nominals
true,O,21,image,amod,JJ,,Nominals
",",O,21,image,punct,",",,Miscellaneous
raw,O,21,image,amod,JJ,,Nominals
image,O,16,see,dobj,NN,,Objects
that,O,26,produces,dobj,WDT,,Objects
the,O,24,camera,det,DT,,Nominals
camera,O,26,produces,nsubj,NN,,Subjects
actually,O,26,produces,advmod,RB,,Adverbials
produces,O,21,image,relcl,VBZ,,Nominals
.,O,16,see,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
it,O,1,plays,nsubj,PRP,,Subjects
plays,B-ASP,1,plays,ROOT,VBZ,,ROOT
everything,O,1,plays,dobj,NN,,Objects
",",O,1,plays,punct,",",,Miscellaneous
even,O,5,vcd,advmod,RB,,Adverbials
vcd,O,1,plays,dep,NNP,vc ##d,Miscellaneous
's,O,5,vcd,case,POS,' s,Compund
.,O,1,plays,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
what,O,1,task,det,WDT,,Nominals
task,O,4,perform,dobj,NN,,Objects
do,O,4,perform,aux,VBP,,Auxiliaries
they,O,4,perform,nsubj,PRP,,Subjects
perform,O,4,perform,ROOT,VB,,ROOT
?,O,4,perform,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
absolutely,O,1,breathtaking,advmod,RB,,Adverbials
breathtaking,O,1,breathtaking,ROOT,JJ,breath ##taking,ROOT
.,O,1,breathtaking,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,2,had,nsubj,PRP,,Subjects
have,O,2,had,aux,VBP,,Auxiliaries
had,O,13,been,ccomp,VBN,,Complements
the,O,4,phone,det,DT,,Nominals
phone,O,2,had,dobj,NN,,Objects
for,O,2,had,prep,IN,,Coordination
1,O,7,week,nummod,CD,,Nominals
week,O,5,for,pobj,NN,,Prepositions
",",O,13,been,punct,",",,Miscellaneous
the,O,11,quality,det,DT,,Nominals
signal,B-ASP,11,quality,compound,JJ,,Compund
quality,I-ASP,13,been,nsubj,NN,,Subjects
has,O,13,been,aux,VBZ,,Auxiliaries
been,O,13,been,ROOT,VBN,,ROOT
great,B-OP,13,been,acomp,JJ,,Complements
in,O,13,been,prep,IN,,Coordination
the,O,18,area,det,DT,,Nominals
detroit,O,18,area,compound,NNP,,Compund
area,O,15,in,pobj,NN,,Prepositions
(,O,18,area,punct,-LRB-,,Miscellaneous
suburbs,O,18,area,appos,NNS,,Nominals
),O,18,area,punct,-RRB-,,Miscellaneous
and,O,13,been,cc,CC,,Coordination
in,O,37,experienced,prep,IN,,Coordination
my,O,27,trip,poss,PRP$,,Nominals
recent,O,27,trip,amod,JJ,,Nominals
road,O,27,trip,compound,NN,,Compund
trip,O,23,in,pobj,NN,,Prepositions
between,O,27,trip,prep,IN,,Coordination
detroit,O,28,between,pobj,NNP,,Prepositions
and,O,29,detroit,cc,CC,,Coordination
northern,O,32,kentucky,compound,NNP,,Compund
kentucky,O,29,detroit,conj,NNP,,Coordination
(,O,29,detroit,punct,-LRB-,,Miscellaneous
cincinnati,O,29,detroit,appos,NNP,,Nominals
),O,37,experienced,punct,-RRB-,,Miscellaneous
i,O,37,experienced,nsubj,PRP,,Subjects
experienced,O,13,been,conj,VBD,,Coordination
perfect,B-OP,39,signal,amod,JJ,,Nominals
signal,B-ASP,37,experienced,dobj,NN,,Objects
and,O,39,signal,cc,CC,,Coordination
reception,B-ASP,39,signal,conj,NN,,Coordination
along,O,39,signal,prep,IN,,Coordination
i-75,O,44,",",dep,NNP,i - 75,Miscellaneous
",",O,39,signal,punct,",",,Miscellaneous
far,O,46,superior,advmod,RB,,Adverbials
superior,B-OP,39,signal,amod,JJ,,Nominals
to,O,46,superior,prep,IN,,Coordination
at,O,47,to,prep,IN,,Coordination
&#38;,O,50,t,compound,NNP,& # 38 ;,Compund
t,O,55,work,nsubj,NNP,,Subjects
's,O,50,t,case,POS,' s,Compund
which,O,55,work,nsubj,WDT,,Subjects
does,O,55,work,aux,VBZ,,Auxiliaries
not,O,55,work,neg,RB,,Negation
work,O,55,work,ROOT,VB,,ROOT
along,O,55,work,prep,IN,,Coordination
several,O,59,stretches,amod,JJ,,Nominals
long,O,59,stretches,amod,JJ,,Nominals
stretches,O,56,along,pobj,NNS,,Prepositions
on,O,55,work,prep,IN,,Coordination
that,O,63,route,det,DT,,Nominals
same,O,63,route,amod,JJ,,Nominals
route,O,60,on,pobj,NN,,Prepositions
.,O,55,work,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
strengths,O,3,listed,nsubjpass,NNS,,Subjects
are,O,3,listed,auxpass,VBP,,Auxiliaries
well,O,3,listed,advmod,RB,,Adverbials
listed,O,3,listed,ROOT,VBN,,ROOT
by,O,3,listed,agent,IN,,Subjects
other,O,6,reviewers,amod,JJ,,Nominals
reviewers,O,4,by,pobj,NNS,,Prepositions
.,O,3,listed,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
oh,O,0,oh,ROOT,UH,,ROOT
my,O,0,oh,intj,UH,,Miscellaneous
goodness,O,0,oh,intj,UH,,Miscellaneous
--,O,0,oh,punct,.,- -,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,1,face-plate,det,DT,,Nominals
face-plate,B-ASP,10,pops,nsubj,NN,face - plate,Subjects
",",O,1,face-plate,punct,",",,Miscellaneous
which,O,4,pops,nsubj,WDT,,Subjects
pops,O,1,face-plate,relcl,VBZ,,Nominals
out,O,4,pops,prt,RP,,Compund
for,O,4,pops,prep,IN,,Coordination
the,O,8,battery,det,DT,,Nominals
battery,O,6,for,pobj,NN,,Prepositions
",",O,1,face-plate,punct,",",,Miscellaneous
pops,O,10,pops,ROOT,VBZ,,ROOT
open,O,10,pops,advmod,RB,,Adverbials
by,O,10,pops,prep,IN,,Coordination
itself,O,12,by,pobj,PRP,,Prepositions
every,O,16,minutes,det,DT,,Nominals
10,O,16,minutes,nummod,CD,,Nominals
minutes,O,10,pops,npadvmod,NNS,,Noun
or,O,18,so,cc,CC,,Coordination
so,O,16,minutes,nummod,RB,,Nominals
.,O,10,pops,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
9,O,0,9,ROOT,LS,,ROOT
.,O,0,9,punct,.,,Miscellaneous
in,O,10,outperform,prep,IN,,Coordination
dim,O,5,environs,amod,JJ,,Nominals
lit,O,5,environs,amod,NNP,,Nominals
environs,O,2,in,pobj,NNS,en ##vir ##ons,Prepositions
the,O,7,g2,det,DT,,Nominals
g2,O,10,outperform,nsubj,NNP,g ##2,Subjects
could,O,10,outperform,aux,MD,,Auxiliaries
easily,O,10,outperform,advmod,RB,,Adverbials
outperform,O,10,outperform,ROOT,VB,out ##per ##form,ROOT
any,O,13,camera,det,DT,,Nominals
other,O,13,camera,amod,JJ,,Nominals
camera,O,10,outperform,dobj,NN,,Objects
",",O,10,outperform,punct,",",,Miscellaneous
and,O,10,outperform,cc,CC,,Coordination
thankfully,O,18,maintains,advmod,RB,,Adverbials
g3,O,18,maintains,nsubj,NNP,g ##3,Subjects
maintains,O,10,outperform,conj,VBZ,,Coordination
this,O,20,rep,det,DT,,Nominals
rep,O,21,.,dep,NN,,Miscellaneous
.,O,18,maintains,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
you,O,3,spend,nsubj,PRP,,Subjects
can,O,3,spend,aux,MD,,Auxiliaries
always,O,3,spend,advmod,RB,,Adverbials
spend,O,3,spend,ROOT,VB,,ROOT
more,O,5,money,amod,JJR,,Nominals
money,O,3,spend,dobj,NN,,Objects
to,O,7,get,aux,TO,,Auxiliaries
get,O,3,spend,advcl,VB,,Adverbials
a,O,10,one,det,DT,,Nominals
better,O,10,one,amod,JJR,,Nominals
one,O,7,get,dobj,CD,,Objects
.,O,3,spend,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
or,O,4,buy,cc,CC,,Coordination
better,O,4,buy,advmod,RBR,,Adverbials
yet,O,4,buy,advmod,RB,,Adverbials
",",O,4,buy,punct,",",,Miscellaneous
buy,O,4,buy,ROOT,VB,,ROOT
from,O,4,buy,prep,IN,,Coordination
another,O,7,company,det,DT,,Nominals
company,O,5,from,pobj,NN,,Prepositions
that,O,9,stands,nsubj,WDT,,Subjects
stands,O,7,company,relcl,VBZ,,Nominals
behind,O,9,stands,prep,IN,,Coordination
their,O,12,products,poss,PRP$,,Nominals
products,O,10,behind,pobj,NNS,,Prepositions
with,O,9,stands,prep,IN,,Coordination
a,O,16,warranty,det,DT,,Nominals
12-month,O,16,warranty,amod,JJ,12 - month,Nominals
warranty,O,13,with,pobj,NN,warrant ##y,Prepositions
.,O,4,buy,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
when,O,2,load,advmod,WRB,,Adverbials
you,O,2,load,nsubj,PRP,,Subjects
load,O,7,go,advcl,VBP,,Adverbials
a,O,4,disc,det,DT,,Nominals
disc,O,2,load,dobj,NN,,Objects
",",O,7,go,punct,",",,Miscellaneous
you,O,7,go,nsubj,PRP,,Subjects
go,O,7,go,ROOT,VBP,,ROOT
to,O,7,go,prep,IN,,Coordination
an,O,11,cite,det,DT,,Nominals
internet,O,11,cite,compound,NN,,Compund
cite,O,8,to,pobj,NN,,Prepositions
for,O,11,cite,prep,IN,,Coordination
the,O,14,insertion,det,DT,,Nominals
insertion,O,12,for,pobj,NN,,Prepositions
of,O,14,insertion,prep,IN,,Coordination
the,O,17,names,det,DT,,Nominals
names,O,15,of,pobj,NNS,,Prepositions
for,O,17,names,prep,IN,,Coordination
the,O,20,cd,det,DT,,Nominals
cd,O,18,for,pobj,NN,,Prepositions
and,O,20,cd,cc,CC,,Coordination
the,O,23,tracks,det,DT,,Nominals
tracks,O,20,cd,conj,NNS,,Coordination
.,O,7,go,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
removable,B-OP,3,battery,amod,JJ,re ##movable,Nominals
and,O,0,removable,cc,CC,,Coordination
cheap,B-OP,0,removable,conj,JJ,,Coordination
battery,B-ASP,3,battery,ROOT,NN,,ROOT
-,O,3,battery,punct,:,,Miscellaneous
a,O,7,battery,det,DT,,Nominals
li,O,7,battery,compound,NNP,,Compund
battery,B-ASP,9,works,nsubj,NN,,Subjects
usually,O,9,works,advmod,RB,,Adverbials
works,O,9,works,ROOT,VBZ,,ROOT
properly,O,9,works,advmod,RB,,Adverbials
for,O,9,works,prep,IN,,Coordination
1-3,O,13,years,nummod,CD,1 - 3,Nominals
years,O,11,for,pobj,NNS,,Prepositions
.,O,9,works,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,3,messed,nsubj,PRP,,Subjects
have,O,3,messed,aux,VBP,,Auxiliaries
n't,O,3,messed,neg,RB,n ' t,Negation
messed,O,12,worked,ccomp,VBN,,Complements
with,O,3,messed,prep,IN,,Coordination
the,O,6,firmware,det,DT,,Nominals
firmware,O,4,with,pobj,NN,firm ##ware,Prepositions
at,O,8,all,advmod,RB,,Adverbials
all,O,3,messed,advmod,RB,,Adverbials
",",O,12,worked,punct,",",,Miscellaneous
the,O,11,player,det,DT,,Nominals
player,B-ASP,12,worked,nsubj,NN,,Subjects
worked,O,12,worked,ROOT,VBD,,ROOT
perfect,B-OP,12,worked,acomp,JJ,,Complements
for,O,12,worked,prep,IN,,Coordination
me,O,14,for,pobj,PRP,,Prepositions
right,O,17,out,advmod,RB,,Adverbials
out,O,12,worked,prep,IN,,Coordination
of,O,17,out,prep,IN,,Coordination
the,O,20,box,det,DT,,Nominals
box,O,18,of,pobj,NN,,Prepositions
.,O,12,worked,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,refuse,nsubj,PRP,,Subjects
refuse,O,1,refuse,ROOT,VBP,,ROOT
to,O,3,buy,aux,TO,,Auxiliaries
buy,O,1,refuse,xcomp,VB,,Complements
anything,O,3,buy,dobj,NN,,Objects
made,O,4,anything,acl,VBN,,Nominals
by,O,5,made,agent,IN,,Subjects
apple,O,6,by,pobj,NN,,Prepositions
and,O,1,refuse,cc,CC,,Coordination
the,O,10,nomad,det,DT,,Nominals
nomad,O,11,is,nsubj,NN,no ##mad,Subjects
is,O,1,refuse,conj,VBZ,,Coordination
about,O,14,200,advmod,RB,,Adverbials
$,O,14,200,quantmod,$,,Miscellaneous
200,O,15,cheaper,npadvmod,CD,,Noun
cheaper,O,11,is,acomp,JJR,,Complements
anyway,O,11,is,advmod,RB,,Adverbials
.,O,11,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
no,O,1,instructions,det,DT,,Nominals
instructions,O,1,instructions,ROOT,NNS,,ROOT
.,O,1,instructions,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
at,O,5,decided,prep,IN,,Coordination
this,O,2,time,det,DT,,Nominals
time,O,0,at,pobj,NN,,Prepositions
",",O,5,decided,punct,",",,Miscellaneous
i,O,5,decided,nsubj,PRP,,Subjects
decided,O,5,decided,ROOT,VBD,,ROOT
to,O,7,turn,aux,TO,,Auxiliaries
turn,O,5,decided,xcomp,VB,,Complements
the,O,9,player,det,DT,,Nominals
player,O,7,turn,dobj,NN,,Objects
on,O,7,turn,prt,RB,,Compund
",",O,7,turn,punct,",",,Miscellaneous
and,O,7,turn,cc,CC,,Coordination
much,O,18,comes,advmod,JJ,,Adverbials
to,O,18,comes,prep,IN,,Coordination
my,O,16,surprise,poss,PRP$,,Nominals
surprise,O,14,to,pobj,NN,,Prepositions
it,O,18,comes,nsubj,PRP,,Subjects
comes,O,7,turn,conj,VBZ,,Coordination
with,O,18,comes,prep,IN,,Coordination
quite,O,23,library,predet,PDT,,Nominals
the,O,23,library,det,DT,,Nominals
little,O,23,library,amod,JJ,,Nominals
library,O,19,with,pobj,NN,,Prepositions
of,O,23,library,prep,IN,,Coordination
classical,O,26,music,amod,JJ,,Nominals
music,O,24,of,pobj,NN,,Prepositions
",",O,23,library,punct,",",,Miscellaneous
one,O,31,is,nsubj,CD,,Subjects
of,O,28,one,prep,IN,,Coordination
which,O,29,of,pobj,WDT,,Prepositions
is,O,23,library,relcl,VBZ,,Nominals
a,O,34,favorite,det,DT,,Nominals
childhood,O,34,favorite,compound,NN,,Compund
favorite,O,31,is,attr,NN,,Objects
",",O,34,favorite,punct,",",,Miscellaneous
bach,O,38,air,poss,NNP,,Nominals
's,O,36,bach,case,POS,' s,Compund
air,O,34,favorite,appos,NN,,Nominals
.,O,5,decided,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
otherwise,O,4,have,advmod,RB,,Adverbials
",",O,4,have,punct,",",,Miscellaneous
you,O,4,have,nsubj,PRP,,Subjects
'll,O,4,have,aux,MD,' ll,Auxiliaries
have,O,4,have,ROOT,VB,,ROOT
to,O,6,mess,aux,TO,,Auxiliaries
mess,O,4,have,xcomp,VB,,Complements
around,O,6,mess,prt,RB,,Compund
a,O,9,lot,det,DT,,Nominals
lot,O,6,mess,npadvmod,NN,,Noun
with,O,6,mess,prep,IN,,Coordination
filenames,O,10,with,pobj,NNS,file ##name ##s,Prepositions
inside,O,11,filenames,prep,IN,,Coordination
the,O,18,explorer,det,DT,,Nominals
(,O,18,explorer,punct,-LRB-,,Miscellaneous
decent,O,18,explorer,amod,JJ,,Nominals
),O,18,explorer,punct,-RRB-,,Miscellaneous
nomad,O,18,explorer,compound,NN,no ##mad,Compund
explorer,O,12,inside,pobj,NN,,Prepositions
",",O,18,explorer,punct,",",,Miscellaneous
which,O,21,is,nsubj,WDT,,Subjects
is,O,18,explorer,relcl,VBZ,,Nominals
not,O,21,is,neg,RB,,Negation
fun,O,21,is,acomp,JJ,,Complements
at,O,25,all,advmod,RB,,Adverbials
all,O,21,is,advmod,RB,,Adverbials
.,O,4,have,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
while,O,2,is,mark,IN,,Compund
it,O,2,is,nsubj,PRP,,Subjects
is,O,12,is,advcl,VBZ,,Adverbials
true,O,2,is,acomp,JJ,,Complements
that,O,7,stand,mark,IN,,Compund
it,O,7,stand,nsubj,PRP,,Subjects
will,O,7,stand,aux,MD,,Auxiliaries
stand,O,2,is,ccomp,VB,,Complements
on,O,7,stand,prep,IN,,Coordination
end,O,8,on,pobj,NN,,Prepositions
",",O,12,is,punct,",",,Miscellaneous
it,O,12,is,nsubj,PRP,,Subjects
is,O,12,is,ROOT,VBZ,,ROOT
also,O,12,is,advmod,RB,,Adverbials
easy,O,12,is,acomp,JJ,,Complements
to,O,16,knock,aux,TO,,Auxiliaries
