TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,REL_GROUP
comfortable,B-OP,28,feel,acomp,JJ,,Complements
here,O,28,feel,advmod,RB,,Adverbials
.,O,28,feel,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
kalbi,B-ASP,4,work,nsubj,NNP,ka ##lb ##i,Subjects
and,O,0,kalbi,cc,CC,,Coordination
nebbiolo,B-ASP,0,kalbi,conj,NN,ne ##bb ##iol ##o,Coordination
do,O,4,work,aux,VBP,,Auxiliaries
work,O,4,work,ROOT,VB,,ROOT
together,O,4,work,advmod,RB,,Adverbials
.,O,4,work,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Cute,B-OP,1,place,amod,JJ,,Nominals
place,O,1,place,ROOT,NN,,ROOT
",",O,1,place,punct,",",,Miscellaneous
nice,B-OP,5,staff,amod,JJ,,Nominals
wait,B-ASP,5,staff,compound,VB,,Compund
staff,I-ASP,1,place,appos,NN,,Nominals
but,O,1,place,cc,CC,,Coordination
would,O,9,go,aux,MD,,Auxiliaries
never,O,9,go,neg,RB,,Negation
go,O,1,place,conj,VB,,Coordination
there,O,9,go,advmod,RB,,Adverbials
again,O,9,go,advmod,RB,,Adverbials
.,O,1,place,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,1,lOVE,nsubj,PRP,,Subjects
lOVE,B-OP,1,lOVE,ROOT,VBP,,ROOT
THIS,O,3,PLACE,det,DT,,Nominals
PLACE,O,1,lOVE,dobj,NN,,Objects
!,O,1,lOVE,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
As,O,6,is,prep,IN,,Coordination
for,O,0,As,prep,IN,,Coordination
the,O,3,bar,det,DT,,Nominals
bar,B-ASP,1,for,pobj,NN,,Prepositions
",",O,6,is,punct,",",,Miscellaneous
this,O,6,is,nsubj,DT,,Subjects
is,O,6,is,ROOT,VBZ,,ROOT
another,O,9,idea,det,DT,,Nominals
bad,B-OP,9,idea,amod,JJ,,Nominals
idea,O,6,is,attr,NN,,Objects
.,O,6,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,ceiling,det,DT,,Nominals
ceiling,B-ASP,2,is,nsubj,NN,,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
amazing,B-OP,2,is,acomp,JJ,,Complements
!,O,2,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
We,O,1,were,nsubj,PRP,,Subjects
were,O,1,were,ROOT,VBD,,ROOT
a,O,3,group,det,DT,,Nominals
group,O,1,were,attr,NN,,Objects
of,O,3,group,prep,IN,,Coordination
8,O,4,of,pobj,CD,,Prepositions
and,O,5,8,cc,CC,,Coordination
well,B-OP,8,seved,advmod,RB,,Adverbials
seved,B-ASP,5,8,conj,JJ,se ##ved,Coordination
.,O,1,were,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
This,O,1,is,nsubj,DT,,Subjects
is,O,1,is,ROOT,VBZ,,ROOT
probably,O,1,is,advmod,RB,,Adverbials
one,O,1,is,attr,CD,,Objects
of,O,3,one,prep,IN,,Coordination
my,O,8,places,poss,PRP$,,Nominals
new,O,8,places,amod,JJ,,Nominals
favorite,B-OP,8,places,amod,JJ,,Nominals
places,O,4,of,pobj,NNS,,Prepositions
.,O,1,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,4,Uptown,det,DT,,Nominals
BEST,B-OP,4,Uptown,amod,JJ,,Nominals
Chinese,B-ASP,3,food,amod,JJ,,Nominals
food,I-ASP,4,Uptown,compound,NN,,Compund
Uptown,O,4,Uptown,ROOT,NNP,,ROOT
!,O,4,Uptown,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Not,O,4,expect,neg,RB,,Negation
what,O,4,expect,dobj,WP,,Objects
I,O,4,expect,nsubj,PRP,,Subjects
would,O,4,expect,aux,MD,,Auxiliaries
expect,B-OP,4,expect,ROOT,VB,,ROOT
for,O,4,expect,prep,IN,,Coordination
the,O,7,price,det,DT,,Nominals
price,O,5,for,pobj,NN,,Prepositions
and,O,7,price,cc,CC,,Coordination
prestige,O,7,price,conj,NN,,Coordination
of,O,7,price,prep,IN,,Coordination
this,O,12,location,det,DT,,Nominals
location,B-ASP,10,of,pobj,NN,,Prepositions
.,O,4,expect,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
It,O,1,is,nsubj,PRP,,Subjects
is,O,1,is,ROOT,VBZ,,ROOT
definitely,O,1,is,advmod,RB,,Adverbials
a,O,5,spot,det,DT,,Nominals
good,B-OP,5,spot,amod,JJ,,Nominals
spot,B-ASP,1,is,attr,NN,,Objects
for,O,5,spot,prep,IN,,Coordination
snacks,O,6,for,pobj,NNS,,Prepositions
and,O,7,snacks,cc,CC,,Coordination
chat,O,7,snacks,conj,NN,,Coordination
.,O,1,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Friendly,B-OP,1,staff,amod,JJ,,Nominals
staff,B-ASP,1,staff,ROOT,NN,,ROOT
that,O,4,lets,nsubj,WDT,,Subjects
actually,O,4,lets,advmod,RB,,Adverbials
lets,O,1,staff,relcl,VBZ,,Nominals
you,O,6,enjoy,nsubj,PRP,,Subjects
enjoy,B-OP,4,lets,ccomp,VB,,Complements
your,O,8,meal,poss,PRP$,,Nominals
meal,B-ASP,6,enjoy,dobj,NN,,Objects
and,O,8,meal,cc,CC,,Coordination
the,O,11,company,det,DT,,Nominals
company,O,8,meal,conj,NN,,Coordination
you,O,13,'re,nsubj,PRP,,Subjects
're,O,11,company,relcl,VBP,' re,Nominals
with,O,13,'re,prep,IN,,Coordination
.,O,1,staff,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
For,O,7,eat,prep,IN,,Coordination
the,O,2,price,det,DT,,Nominals
price,O,0,For,pobj,NN,,Prepositions
",",O,7,eat,punct,",",,Miscellaneous
you,O,7,eat,nsubj,PRP,,Subjects
can,O,7,eat,aux,MD,,Auxiliaries
not,O,7,eat,neg,RB,,Negation
eat,O,7,eat,ROOT,VB,,ROOT
this,O,9,well,det,DT,,Nominals
well,O,7,eat,dobj,RB,,Objects
in,O,7,eat,prep,IN,,Coordination
Manhattan,O,10,in,pobj,NNP,,Prepositions
.,O,7,eat,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,menu,det,DT,,Nominals
menu,B-ASP,2,is,nsubj,NN,,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
limited,B-OP,2,is,acomp,VBN,,Complements
but,O,2,is,cc,CC,,Coordination
almost,O,6,all,advmod,RB,,Adverbials
all,O,10,are,nsubj,DT,,Subjects
of,O,6,all,prep,IN,,Coordination
the,O,9,dishes,det,DT,,Nominals
dishes,B-ASP,7,of,pobj,NNS,,Prepositions
are,O,2,is,conj,VBP,,Coordination
excellent,B-OP,10,are,acomp,JJ,,Complements
.,O,10,are,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,2,dogs,det,DT,,Nominals
hot,B-ASP,2,dogs,amod,JJ,,Nominals
dogs,I-ASP,3,are,nsubj,NNS,,Subjects
are,O,3,are,ROOT,VBP,,ROOT
top,B-OP,5,notch,amod,JJ,,Nominals
notch,I-OP,3,are,attr,NN,,Objects
",",O,3,are,punct,",",,Miscellaneous
and,O,3,are,cc,CC,,Coordination
they,O,9,'re,nsubj,PRP,,Subjects
're,O,3,are,conj,VBP,' re,Coordination
Slamwich,B-ASP,11,is,nsubj,NNP,slam ##wich,Subjects
is,O,11,is,ROOT,VBZ,,ROOT
amazing,B-OP,11,is,acomp,JJ,,Complements
!,O,11,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,service,det,DT,,Nominals
service,O,2,was,nsubj,NN,,Subjects
was,O,2,was,ROOT,VBD,,ROOT
poor,O,2,was,acomp,JJ,,Complements
",",O,2,was,punct,",",,Miscellaneous
restaurant,O,7,lit,nsubj,NN,,Subjects
poorly,O,7,lit,advmod,RB,,Adverbials
lit,O,9,staff,amod,VBN,,Nominals
",",O,7,lit,punct,",",,Miscellaneous
staff,O,12,attentive,nsubj,NN,,Subjects
not,O,12,attentive,neg,RB,,Negation
very,O,12,attentive,advmod,RB,,Adverbials
attentive,O,2,was,acomp,JJ,at ##ten ##tive,Complements
and,O,18,eaten,cc,CC,,Coordination
I,O,18,eaten,nsubj,PRP,,Subjects
would,O,18,eaten,aux,MD,,Auxiliaries
have,O,18,eaten,aux,VB,,Auxiliaries
rather,O,18,eaten,advmod,RB,,Adverbials
eaten,O,18,eaten,ROOT,VBN,,ROOT
at,O,18,eaten,prep,IN,,Coordination
a,O,21,Mcdonald,det,DT,,Nominals
Mcdonald,O,19,at,pobj,NNP,,Prepositions
's,O,21,Mcdonald,case,POS,' s,Compund
than,O,18,eaten,prep,IN,,Coordination
this,O,25,joint,det,DT,,Nominals
joint,O,23,than,pobj,NN,,Prepositions
.,O,18,eaten,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
It,O,1,'s,nsubj,PRP,,Subjects
's,O,1,'s,ROOT,VBZ,' s,ROOT
cuz,O,1,'s,punct,IN,cu ##z,Miscellaneous
it,O,4,'s,nsubj,PRP,,Subjects
's,O,4,'s,ROOT,VBZ,' s,ROOT
so,O,6,good,advmod,RB,,Adverbials
good,O,4,'s,acomp,JJ,,Complements
you,O,8,need,nsubj,PRP,,Subjects
need,O,6,good,ccomp,VBP,,Complements
to,O,10,taste,aux,TO,,Auxiliaries
taste,O,8,need,xcomp,VB,,Complements
it,O,10,taste,dobj,PRP,,Objects
!!!,O,4,'s,punct,.,! ! !,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
We,O,1,paid,nsubj,PRP,,Subjects
paid,O,1,paid,ROOT,VBD,,ROOT
a,O,4,pricce,det,DT,,Nominals
fixed,O,4,pricce,amod,VBN,,Nominals
pricce,O,1,paid,dobj,NNS,pri ##cc ##e,Objects
but,O,1,paid,cc,CC,,Coordination
got,O,1,paid,conj,VBD,,Coordination
nothing,O,6,got,dobj,NN,,Objects
!!,O,1,paid,punct,.,! !,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,1,wish,nsubj,PRP,,Subjects
wish,O,1,wish,ROOT,VBP,,ROOT
they,O,4,change,nsubj,PRP,,Subjects
would,O,4,change,aux,MD,,Auxiliaries
change,O,1,wish,ccomp,VB,,Complements
back,O,4,change,advmod,RB,,Adverbials
to,O,5,back,prep,IN,,Coordination
what,O,9,was,pobj,WP,,Prepositions
it,O,9,was,nsubj,PRP,,Subjects
was,O,6,to,pcomp,VBD,,Prepositions
before,O,9,was,advmod,RB,,Adverbials
.,O,1,wish,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,food,det,DT,,Nominals
food,B-ASP,2,was,nsubj,NN,,Subjects
was,O,2,was,ROOT,VBD,,ROOT
delicious,B-OP,2,was,acomp,JJ,,Complements
and,O,3,delicious,cc,CC,,Coordination
clearly,O,6,fresh,advmod,RB,,Adverbials
fresh,B-OP,7,ingredients,amod,JJ,,Nominals
ingredients,B-ASP,9,used,nsubjpass,NNS,,Subjects
were,O,9,used,auxpass,VBD,,Auxiliaries
used,O,2,was,conj,VBN,,Coordination
.,O,9,used,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
they,O,2,give,nsubj,PRP,,Subjects
did,O,2,give,aux,VBD,,Auxiliaries
give,O,2,give,ROOT,VB,,ROOT
a,O,6,discount,det,DT,,Nominals
15,O,5,%,nummod,CD,,Nominals
%,O,6,discount,compound,NN,,Compund
discount,B-ASP,2,give,dobj,NN,,Objects
at,O,2,give,prep,IN,,Coordination
the,O,9,end,det,DT,,Nominals
end,O,7,at,pobj,NN,,Prepositions
",",O,2,give,punct,",",,Miscellaneous
was,O,2,give,dep,VBD,,Miscellaneous
n't,O,11,was,neg,RB,n ' t,Negation
enough,B-OP,11,was,acomp,JJ,,Complements
",",O,11,was,punct,",",,Miscellaneous
as,O,17,knew,mark,IN,,Compund
they,O,17,knew,nsubj,PRP,,Subjects
knew,O,11,was,advcl,VBD,,Adverbials
the,O,19,service,det,DT,,Nominals
service,B-ASP,20,was,nsubj,NN,,Subjects
was,O,17,knew,ccomp,VBD,,Complements
horrible,B-OP,20,was,acomp,JJ,,Complements
.,O,2,give,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Have,O,1,been,aux,VBP,,Auxiliaries
been,O,1,been,ROOT,VBN,,ROOT
dozens,O,1,been,attr,NNS,,Objects
of,O,2,dozens,prep,IN,,Coordination
times,O,3,of,pobj,NNS,,Prepositions
and,O,1,been,cc,CC,,Coordination
never,O,7,failed,neg,RB,,Negation
failed,O,1,been,conj,VBD,,Coordination
to,O,9,enjoy,aux,TO,,Auxiliaries
enjoy,O,7,failed,xcomp,VB,,Complements
the,O,11,experience,det,DT,,Nominals
experience,O,9,enjoy,dobj,NN,,Objects
.,O,1,been,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,1,mentioned,nsubj,PRP,,Subjects
mentioned,O,1,mentioned,ROOT,VBD,,ROOT
the,O,4,dish,det,DT,,Nominals
squid,O,4,dish,compound,NN,,Compund
dish,O,5,was,nsubj,NN,,Subjects
was,O,1,mentioned,ccomp,VBD,,Complements
n't,O,5,was,neg,RB,n ' t,Negation
very,O,8,good,advmod,RB,,Adverbials
good,O,5,was,acomp,JJ,,Complements
when,O,12,visited,advmod,WRB,,Adverbials
the,O,11,waitress,det,DT,,Nominals
waitress,O,12,visited,nsubj,NN,,Subjects
visited,O,5,was,advcl,VBD,,Adverbials
.,O,1,mentioned,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
BEST,B-OP,3,roll,amod,JJ,,Nominals
spicy,O,3,roll,amod,NN,,Nominals
tuna,O,3,roll,compound,NN,,Compund
roll,O,3,roll,ROOT,NN,,ROOT
",",O,3,roll,punct,",",,Miscellaneous
great,B-OP,7,salad,amod,JJ,,Nominals
asian,B-ASP,7,salad,compound,JJ,,Compund
salad,I-ASP,3,roll,appos,NN,,Nominals
.,O,3,roll,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Service,B-ASP,2,friendly,npadvmod,NN,,Noun
-,O,2,friendly,punct,HYPH,,Miscellaneous
friendly,B-OP,2,friendly,ROOT,JJ,,ROOT
and,O,2,friendly,cc,CC,,Coordination
attentive,B-OP,2,friendly,conj,JJ,at ##ten ##tive,Coordination
.,O,2,friendly,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Was,O,0,Was,ROOT,VBD,,ROOT
there,O,0,Was,expl,RB,,Subjects
Friday,O,3,night,compound,NNP,,Compund
night,O,0,Was,npadvmod,NN,,Noun
.,O,0,Was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Amazing,B-OP,0,Amazing,ROOT,JJ,,ROOT
!,O,0,Amazing,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,1,'m,nsubj,PRP,,Subjects
'm,O,1,'m,ROOT,VBP,' m,ROOT
not,O,1,'m,neg,RB,,Negation
picky,O,1,'m,acomp,JJ,pick ##y,Complements
-,O,1,'m,punct,:,,Miscellaneous
but,O,7,was,cc,CC,,Coordination
it,O,7,was,nsubj,PRP,,Subjects
was,O,7,was,ROOT,VBD,,ROOT
actually,O,7,was,advmod,RB,,Adverbials
gross,O,7,was,acomp,JJ,,Complements
.,O,7,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Walk-ins,O,1,are,nsubj,NNS,walk - ins,Subjects
are,O,1,are,ROOT,VBP,,ROOT
risky,O,1,are,acomp,JJ,,Complements
too,O,1,are,advmod,RB,,Adverbials
.,O,1,are,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Whem,O,1,asked,nsubj,NNP,w ##hem,Subjects
asked,O,1,asked,ROOT,VBD,,ROOT
",",O,4,had,punct,",",,Miscellaneous
we,O,4,had,nsubj,PRP,,Subjects
had,O,1,asked,ccomp,VBD,,Complements
to,O,6,ask,aux,TO,,Auxiliaries
ask,O,4,had,xcomp,VB,,Complements
more,O,8,detailed,advmod,RBR,,Adverbials
detailed,O,9,questions,amod,JJ,,Nominals
questions,O,6,ask,dobj,NNS,,Objects
so,O,13,knew,mark,IN,,Compund
that,O,13,knew,mark,IN,,Compund
we,O,13,knew,nsubj,PRP,,Subjects
knew,O,6,ask,advcl,VBD,,Adverbials
what,O,17,were,attr,WP,,Objects
the,O,16,specials,det,DT,,Nominals
specials,B-ASP,17,were,nsubj,NNS,,Subjects
were,O,13,knew,ccomp,VBD,,Complements
.,O,1,asked,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
It,O,1,is,nsubj,PRP,,Subjects
is,O,1,is,ROOT,VBZ,,ROOT
obvious,O,1,is,acomp,JJ,,Complements
that,O,9,has,mark,IN,,Compund
no,O,5,one,det,DT,,Nominals
one,O,9,has,nsubj,NN,,Subjects
in,O,5,one,prep,IN,,Coordination
the,O,8,restaurant,det,DT,,Nominals
restaurant,O,6,in,pobj,NN,,Prepositions
has,O,1,is,ccomp,VBZ,,Complements
any,O,11,idea,det,DT,,Nominals
idea,O,9,has,dobj,NN,,Objects
about,O,11,idea,prep,IN,,Coordination
or,O,11,idea,cc,CC,,Coordination
experience,O,11,idea,conj,VB,,Coordination
with,O,14,experience,prep,IN,,Coordination
Japanese,B-ASP,17,cuisine,amod,JJ,,Nominals
cuisine,I-ASP,15,with,pobj,NN,,Prepositions
.,I-ASP,1,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
We,O,1,try,nsubj,PRP,,Subjects
try,O,1,try,ROOT,VBP,,ROOT
frequenting,O,1,try,xcomp,VBG,frequent ##ing,Complements
new,O,4,restaurants,amod,JJ,,Nominals
restaurants,O,2,frequenting,dobj,NNS,,Objects
all,O,6,over,advmod,RB,,Adverbials
over,O,2,frequenting,prep,IN,,Coordination
the,O,8,city,det,DT,,Nominals
city,O,6,over,pobj,NN,,Prepositions
",",O,1,try,punct,",",,Miscellaneous
but,O,1,try,cc,CC,,Coordination
any,O,12,time,det,DT,,Nominals
time,O,1,try,conj,NN,,Coordination
that,O,15,visit,advmod,WDT,,Adverbials
we,O,15,visit,nsubj,PRP,,Subjects
visit,O,12,time,relcl,VBP,,Nominals
a,O,17,restaurant,det,DT,,Nominals
restaurant,O,15,visit,dobj,NN,,Objects
other,O,17,restaurant,amod,JJ,,Nominals
than,O,23,are,mark,IN,,Compund
Roth,O,22,we,poss,NNP,,Nominals
's,O,20,Roth,case,POS,' s,Compund
we,O,23,are,nsubj,PRP,,Subjects
are,O,12,time,relcl,VBP,,Nominals
always,O,23,are,advmod,RB,,Adverbials
disappointed,B-OP,23,are,acomp,JJ,,Complements
.,O,1,try,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,2,had,nsubj,PRP,,Subjects
just,O,2,had,advmod,RB,,Adverbials
had,O,2,had,ROOT,VBD,,ROOT
my,O,5,visit,poss,PRP$,,Nominals
first,O,5,visit,amod,JJ,,Nominals
visit,O,2,had,dobj,NN,,Objects
to,O,5,visit,prep,IN,,Coordination
this,O,8,place,det,DT,,Nominals
place,O,6,to,pobj,NN,,Prepositions
and,O,2,had,cc,CC,,Coordination
ca,O,12,wait,aux,MD,,Auxiliaries
n't,O,12,wait,neg,RB,n ' t,Negation
wait,O,2,had,conj,VB,,Coordination
to,O,14,go,aux,TO,,Auxiliaries
go,O,12,wait,xcomp,VB,,Complements
back,O,14,go,advmod,RB,,Adverbials
and,O,14,go,cc,CC,,Coordination
slowly,O,18,work,advmod,RB,,Adverbials
work,O,14,go,conj,VB,,Coordination
my,O,20,way,poss,PRP$,,Nominals
way,O,18,work,dobj,NN,,Objects
through,O,18,work,prep,IN,,Coordination
the,O,23,menu,det,DT,,Nominals
menu,B-ASP,21,through,pobj,NN,,Prepositions
.,O,2,had,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
This,O,1,is,nsubj,DT,,Subjects
is,O,1,is,ROOT,VBZ,,ROOT
one,O,1,is,attr,CD,,Objects
of,O,2,one,prep,IN,,Coordination
the,O,8,places,det,DT,,Nominals
best,O,8,places,amod,JJS,,Nominals
comfort,O,7,food,compound,NN,,Compund
food,O,8,places,compound,NN,,Compund
places,O,3,of,pobj,NNS,,Prepositions
in,O,8,places,prep,IN,,Coordination
the,O,11,city,det,DT,,Nominals
city,O,9,in,pobj,NN,,Prepositions
.,O,1,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Mine,O,1,was,nsubj,PRP,,Subjects
was,O,1,was,ROOT,VBD,,ROOT
a,O,3,little,det,DT,,Nominals
little,O,4,burnt,npadvmod,JJ,,Noun
burnt,O,1,was,acomp,VBN,,Complements
but,O,4,burnt,cc,CC,,Coordination
still,O,7,delicious,advmod,RB,,Adverbials
delicious,O,4,burnt,conj,JJ,,Coordination
with,O,7,delicious,prep,IN,,Coordination
goat,O,10,cheese,compound,NN,,Compund
cheese,O,8,with,pobj,NNP,,Prepositions
and,O,10,cheese,cc,CC,,Coordination
panchetta,O,10,cheese,conj,NNP,pan ##chet ##ta,Coordination
(,O,15,was,punct,-LRB-,,Miscellaneous
raddichio,B-ASP,15,was,nsubj,NNP,ra ##dd ##ichi ##o,Subjects
was,O,12,panchetta,parataxis,VBD,,Miscellaneous
kind,O,17,of,advmod,RB,,Adverbials
of,O,18,bitter,advmod,RB,,Adverbials
bitter,B-OP,15,was,acomp,JJ,,Complements
though,O,15,was,advmod,RB,,Adverbials
),O,1,was,punct,-RRB-,,Miscellaneous
.,O,1,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Everyone,O,9,become,nsubj,NN,,Subjects
that,O,4,come,nsubj,WDT,,Subjects
has,O,4,come,aux,VBZ,,Auxiliaries
ever,O,4,come,advmod,RB,,Adverbials
come,O,0,Everyone,relcl,VBN,,Nominals
here,O,4,come,advmod,RB,,Adverbials
with,O,4,come,prep,IN,,Coordination
me,O,6,with,pobj,PRP,,Prepositions
has,O,9,become,aux,VBZ,,Auxiliaries
become,O,9,become,ROOT,VBN,,ROOT
a,O,11,convert,det,DT,,Nominals
convert,O,9,become,attr,NN,,Objects
and,O,9,become,cc,CC,,Coordination
returned,O,9,become,conj,VBD,,Coordination
regularly,O,13,returned,advmod,RB,,Adverbials
with,O,13,returned,prep,IN,,Coordination
their,O,18,friends,poss,PRP$,,Nominals
own,O,18,friends,amod,JJ,,Nominals
friends,O,15,with,pobj,NNS,,Prepositions
.,O,9,become,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
My,O,2,experience,poss,PRP$,,Nominals
first,O,2,experience,amod,JJ,,Nominals
experience,O,6,was,nsubj,NN,,Subjects
at,O,2,experience,prep,IN,,Coordination
Siam,O,5,Square,compound,NNP,,Compund
Square,O,3,at,pobj,NNP,,Prepositions
was,O,6,was,ROOT,VBD,,ROOT
very,O,8,pleasant,advmod,RB,,Adverbials
pleasant,B-OP,6,was,acomp,JJ,,Complements
.,O,6,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,2,keep,nsubj,PRP,,Subjects
'll,O,2,keep,aux,MD,' ll,Auxiliaries
keep,O,2,keep,ROOT,VB,,ROOT
this,O,2,keep,dobj,DT,,Objects
short,O,2,keep,oprd,JJ,,Objects
.,O,2,keep,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
good,B-OP,1,place,amod,JJ,,Nominals
place,B-ASP,1,place,ROOT,NN,,ROOT
to,O,3,hang,aux,TO,,Auxiliaries
hang,O,1,place,relcl,VB,,Nominals
out,O,3,hang,prt,RP,,Compund
during,O,3,hang,prep,IN,,Coordination
the,O,7,day,det,DT,,Nominals
day,O,5,during,pobj,NN,,Prepositions
after,O,3,hang,prep,IN,,Coordination
shopping,O,8,after,pcomp,VBG,,Prepositions
or,O,3,hang,cc,CC,,Coordination
to,O,12,grab,aux,TO,,Auxiliaries
grab,O,3,hang,conj,VB,,Coordination
a,O,15,soup,det,DT,,Nominals
simple,B-OP,15,soup,amod,JJ,,Nominals
soup,B-ASP,12,grab,dobj,NN,,Objects
or,O,15,soup,cc,CC,,Coordination
classic,B-OP,19,dish,amod,JJ,,Nominals
french,B-ASP,19,dish,amod,JJ,,Nominals
dish,I-ASP,15,soup,conj,NN,,Coordination
over,O,12,grab,prep,IN,,Coordination
a,O,22,glass,det,DT,,Nominals
glass,B-ASP,20,over,pobj,NN,,Prepositions
of,I-ASP,22,glass,prep,IN,,Coordination
wine,I-ASP,23,of,pobj,NN,,Prepositions
.,O,1,place,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Good,B-OP,3,atmosphere,amod,JJ,,Nominals
",",O,3,atmosphere,punct,",",,Miscellaneous
dark,B-OP,3,atmosphere,amod,JJ,,Nominals
atmosphere,B-ASP,7,is,nsubj,NN,,Subjects
and,O,3,atmosphere,cc,CC,,Coordination
the,O,6,music,det,DT,,Nominals
music,B-ASP,3,atmosphere,conj,NN,,Coordination
is,O,7,is,ROOT,VBZ,,ROOT
a,O,10,touch,det,DT,,Nominals
nice,B-OP,10,touch,amod,JJ,,Nominals
touch,O,7,is,attr,NN,,Objects
.,O,7,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,food,det,DT,,Nominals
food,B-ASP,2,is,nsubj,NN,,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
outstanding,B-OP,2,is,acomp,JJ,,Complements
and,O,2,is,cc,CC,,Coordination
the,O,6,service,det,DT,,Nominals
service,B-ASP,7,is,nsubj,NN,,Subjects
is,O,2,is,conj,VBZ,,Coordination
quick,B-OP,7,is,acomp,JJ,,Complements
",",O,8,quick,punct,",",,Miscellaneous
friendly,B-OP,8,quick,conj,JJ,,Coordination
and,O,10,friendly,cc,CC,,Coordination
very,O,13,professional,advmod,RB,,Adverbials
professional,B-OP,10,friendly,conj,JJ,,Coordination
.,O,7,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,food,det,DT,,Nominals
food,B-ASP,4,is,nsubj,NN,,Subjects
however,O,4,is,advmod,RB,,Adverbials
",",O,4,is,punct,",",,Miscellaneous
is,O,4,is,ROOT,VBZ,,ROOT
what,O,8,expect,dobj,WP,,Objects
one,O,8,expect,nsubj,PRP,,Subjects
might,O,8,expect,aux,MD,,Auxiliaries
expect,B-OP,4,is,ccomp,VB,,Complements
.,O,4,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Even,O,1,after,advmod,RB,,Adverbials
after,O,14,risen,prep,IN,,Coordination
